1	NC_000001.11
HSCHR21_4_CTG1_1	NW_003315970.2
HSCHR21_5_CTG2	NT_187626.1
HSCHR21_6_CTG1_1	NT_187627.1
HSCHR21_8_CTG1_1	NT_187628.1
HSCHR22_1_CTG1	NW_003315971.2
HSCHR22_1_CTG2	NW_003315972.2
HSCHR22_1_CTG3	NT_187629.1
HSCHR22_1_CTG4	NT_187630.1
HSCHR22_1_CTG5	NT_187631.1
HSCHR22_1_CTG6	NT_187632.1
HSCHR22_1_CTG7	NT_187633.1
HSCHRX_1_CTG3	NT_187634.1
HSCHRX_2_CTG12	NT_187635.1
HSCHR1_ALT2_1_CTG32_1	NT_187646.1
HSCHR2_2_CTG15	NT_187647.1
HSCHR2_2_CTG7	NT_187648.1
HSCHR3_3_CTG3	NT_187649.1
HSCHR4_6_CTG12	NT_187650.1
HSCHR5_1_CTG1_1	NT_187651.1
HSCHR5_3_CTG5	NT_187652.1
HSCHR6_MHC_COX_CTG1	NT_113891.3
HSCHR7_2_CTG1	NT_187653.1
HSCHR8_5_CTG1	NT_187654.1
HSCHR8_6_CTG1	NT_187655.1
HSCHR11_2_CTG1	NT_187656.1
HSCHR11_2_CTG1_1	NT_187657.1
HSCHR12_3_CTG2	NT_187658.1
HSCHR15_4_CTG8	NT_187660.1
HSCHR15_2_CTG3	NT_187659.1
HSCHR17_6_CTG4	NW_003871093.1
HSCHR17_2_CTG1	NT_187662.1
HSCHR17_2_CTG5	NT_187663.1
HSCHR17_10_CTG4	NT_187661.1
HSCHR17_3_CTG2	NT_187664.1
HSCHR18_ALT2_CTG2_1	NT_187666.1
HSCHR18_ALT21_CTG2_1	NT_187665.1
HSCHR19LRC_COX2_CTG3_1	NW_003571055.2
HSCHR22_2_CTG1	NW_004504305.1
HSCHRX_2_CTG3	NT_187667.1
HSCHR3_4_CTG3	NT_187678.1
HSCHR4_7_CTG12	NT_187679.1
HSCHR6_MHC_DBB_CTG1	NT_167245.2
HSCHR8_7_CTG1	NT_187680.1
HSCHR11_3_CTG1	NT_187681.1
HSCHR19LRC_LRC_I_CTG3_1	NW_003571056.2
HSCHR22_3_CTG1	NT_187682.1
HSCHR3_5_CTG3	NT_187688.1
HSCHR6_MHC_MANN_CTG1	NT_167246.2
HSCHR19LRC_LRC_J_CTG3_1	NW_003571057.2
HSCHR3_6_CTG3	NT_187689.1
HSCHR6_MHC_MCF_CTG1	NT_167247.2
HSCHR19LRC_LRC_S_CTG3_1	NW_003571058.2
HSCHR3_7_CTG3	NT_187690.1
HSCHR6_MHC_QBL_CTG1	NT_167248.2
HSCHR19LRC_LRC_T_CTG3_1	NW_003571059.2
HSCHR3_8_CTG3	NT_187691.1
HSCHR6_MHC_SSTO_CTG1	NT_167249.2
HSCHR19LRC_PGF1_CTG3_1	NW_003571060.1
HSCHR6_8_CTG1	NT_187692.1
HSCHR19LRC_PGF2_CTG3_1	NW_003571061.2
HSCHR19_4_CTG3_1	NT_187693.1
HSCHR19KIR_FH15_B_HAP_CTG3_1	NT_187636.1
HSCHR19KIR_G085_A_HAP_CTG3_1	NT_187637.1
HSCHR19KIR_G085_BA1_HAP_CTG3_1	NT_187638.1
HSCHR19KIR_G248_A_HAP_CTG3_1	NT_187639.1
HSCHR19KIR_G248_BA2_HAP_CTG3_1	NT_187640.1
HSCHR19KIR_GRC212_AB_HAP_CTG3_1	NT_187641.1
HSCHR19KIR_GRC212_BA1_HAP_CTG3_1	NT_187642.1
HSCHR19KIR_LUCE_A_HAP_CTG3_1	NT_187643.1
HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	NT_187644.1
HSCHR19KIR_RSH_A_HAP_CTG3_1	NT_187645.1
HSCHR19KIR_RSH_BA2_HAP_CTG3_1	NT_187668.1
HSCHR19KIR_T7526_A_HAP_CTG3_1	NT_187669.1
HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	NT_187670.1
HSCHR19KIR_ABC08_A1_HAP_CTG3_1	NT_187671.1
HSCHR19KIR_ABC08_AB_HAP_C_P_CTG3_1	NT_187672.1
HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	NT_187673.1
HSCHR19KIR_FH05_A_HAP_CTG3_1	NT_187674.1
HSCHR19KIR_FH05_B_HAP_CTG3_1	NT_187675.1
HSCHR19KIR_FH06_A_HAP_CTG3_1	NT_187676.1
HSCHR19KIR_FH06_BA1_HAP_CTG3_1	NT_187677.1
HSCHR19KIR_FH08_A_HAP_CTG3_1	NT_187683.1
HSCHR19KIR_FH08_BAX_HAP_CTG3_1	NT_187684.1
HSCHR19KIR_FH13_A_HAP_CTG3_1	NT_187685.1
HSCHR19KIR_FH13_BA2_HAP_CTG3_1	NT_187686.1
HSCHR19KIR_FH15_A_HAP_CTG3_1	NT_187687.1
HSCHR19KIR_RP5_B_HAP_CTG3_1	NT_113949.2
MT	NC_012920.1
